Sample,fucose_inferred
100681,66.7691184757596
101013,65.48693765386919
103797,80.99366119469316
107889,66.69101618680665
109477,83.68579729704125
113706,58.615131092293204
125290,75.61795988031062
128522,59.42471078460008
132848,69.07316689502136
133537,42.187140547152616
143730,70.4726980356014
151881,68.29901125181944
161178,69.04572576270787
164647,40.432180406872206
169778,71.78302183680229
171545,79.6975075856433
181260,75.95671443380718
184452,73.60734182204013
184538,84.18171863406356
184809,63.43245400996359
184934,73.96280791687259
187948,65.14335363831435
190469,34.453743137825235
191697,68.89085699637563
197059,69.73147319049859
205444,64.0557441137285
206690,76.72754205251199
214456,72.11528658303926
214965,77.33746527492531
224057,87.7040659895527
225770,64.70601964116766
233232,67.6563110187783
234123,68.29253609395714
236903,62.90218934212002
237150,81.2157418522199
239667,58.032484624297645
241747,69.50082970402585
252890,71.30298631394118
264783,81.25544495226792
269198,52.46877578197068
295081,75.82418342624622
298580,55.32886184978415
307339,75.64057770744783
308811,70.31026924942013
314293,78.35713313077588
314532,76.35104262520193
333737,66.97438462996182
339284,65.1794752155634
350534,79.80794466117838
362517,55.76056328917911
367794,74.32353711968366
373255,74.29612988125633
378469,72.4911116116854
384682,70.21838418457205
387740,70.88445896888692
387879,67.95269876059675
389876,71.69464003089833
390573,61.69274237040222
401992,75.10778476035416
403839,80.6354983795962
411865,78.5435938487669
416227,59.257886566780584
420377,76.03307724633316
421413,61.85283484236135
425195,72.7115250122402
427146,72.6962855228068
429234,54.69780703406044
430563,45.685128322111005
431070,74.67499457931265
434649,69.81277367744444
436457,78.95886611367645
440871,56.5851893013385
453231,84.14384731019423
462928,61.849818650987444
466814,81.83673910998945
471788,64.24405472126348
472789,71.42918452356277
477889,62.00942325683728
482305,67.61852066348946
488423,75.93898222143687
490180,76.95568945500017
492262,66.41846728326087
498553,73.42078055964313
504586,64.56885834378818
506700,75.82182387680307
511582,74.63893348071149
513662,63.74117161379873
514023,61.4787293045015
516917,64.36430144451708
519446,60.34819207475153
530919,78.42632701036646
533621,63.666767161478965
535210,64.16385009794638
538977,81.71249101330761
539068,73.01672946251813
543444,72.97264664819724
545667,66.42993230830758
551970,68.08233863635765
554271,62.89950134806958
569382,65.78001440608705
572863,63.56011753930483
573015,58.60840339168987
585670,76.49135880591098
589081,80.93074278974719
607759,75.05743925984714
609736,64.50758326247275
615167,77.05769946768348
621635,62.22072912798552
625230,62.55079124101432
633482,86.31484867120548
636300,66.0187045415407
657035,76.78842550247444
659715,80.2420942168386
667335,68.84252728663532
669831,51.13154258313401
670277,57.11712883491232
691534,82.08526332602182
692563,72.60992749738972
694604,59.529163942938965
698443,80.75193243605894
701998,54.71598396733071
703943,68.64516477586959
709288,78.6988340707313
710992,73.37901963739638
714027,66.77019721481597
721729,70.89132538821048
731392,78.86470976100442
734962,67.63719814281353
738052,63.579772588153546
746016,68.23847375554402
746326,71.90922459328463
748754,74.06573971587065
753068,71.01945047409217
753551,75.3828470446508
757726,81.54052730366541
759010,89.0461682927581
763012,62.43914930149255
765757,75.61601059437737
778292,73.82075851608096
779710,87.1201450554271
784766,82.71471583487235
789566,69.1718522311207
792092,62.652831161481636
795613,61.12654412931718
799033,76.82128161112107
814313,74.05915931019858
814949,73.5479157793044
820694,49.05057517846072
821839,67.62683985485158
824476,66.07418993651113
830183,59.92643243995808
843065,50.59403718336727
846280,66.47620298737881
851870,73.77605333395908
854094,62.81806965985718
857471,76.20566508920996
861845,55.91687418545995
872400,68.32558177070884
874905,72.42922870593831
875699,78.48919766465058
915856,74.35594683612516
916549,73.31603479861658
930173,74.84737414314738
938105,63.86448313368645
939296,64.04570557989774
943823,61.19920028999522
949964,64.33354461238943
957723,66.86022511985672
961948,85.02069801093457
965676,78.9890440781196
973710,64.20197566323445
975508,50.43816613644655
976531,80.73203260105049
985170,60.106336559854014
987427,77.05429435668437
988596,62.70656328514581
991902,86.35599528619042
